player,team,minute,second,x,y,outcome,body_part,shot_type,first_time,statsbomb_xg,goal,distance,angle,xg_baseline,xg_improved,diff_baseline_statsbomb,diff_improved_statsbomb
Cristiano Ronaldo dos Santos Aveiro,Real Madrid,100,0,99.0,21.0,Blocked,Right Foot,Free Kick,False,0.013109211,0,28.319604517012593,0.19251259650748895,0.034268315648568116,0.05900240928752152,0.021159104648568114,0.04589319828752152
Raphaël Varane,Real Madrid,106,12,109.0,43.0,Saved,Head,Open Play,False,0.065459944,0,11.40175425099138,0.604348700992775,0.19650103896458665,0.0644064891201926,0.13104109496458666,-0.0010534548798074028
Luka Modrić,Real Madrid,107,39,92.0,45.0,Saved,Right Foot,Open Play,False,0.028465914,0,28.442925306655784,0.2521332202323815,0.03518463126411555,0.02520533730475981,0.006718717264115551,-0.0032605766952401895
Diego Roberto Godín Leal,Atlético Madrid,108,47,114.0,37.0,Saved,Head,Open Play,False,0.1771205,0,6.708203932499369,0.9470432393855713,0.3270157880363213,0.13577215750566823,0.14989528803632132,-0.04134834249433175
Ángel Fabián Di María Hernández,Real Madrid,109,51,109.0,27.0,Saved,Left Foot,Open Play,False,0.19635598,0,17.029386365926403,0.2832733200061628,0.10227925426594027,0.08415689571264512,-0.09407672573405974,-0.1121990842873549
Gareth Frank Bale,Real Madrid,109,53,117.0,44.0,Goal,Head,Open Play,False,0.62730366,1,5.0,1.084661496010567,0.38620274493640727,0.17657955711611326,-0.24110091506359277,-0.45072410288388676
Tiago Cardoso Mendes,Atlético Madrid,113,8,113.0,26.0,Off T,Right Foot,Open Play,False,0.06635372,0,15.652475842498529,0.2177321032938091,0.11100202612543884,0.09773701279007968,0.04464830612543884,0.031383292790079675
Marcelo Vieira da Silva Júnior,Real Madrid,117,7,102.0,34.0,Goal,Left Foot,Open Play,False,0.089923956,1,18.973665961010276,0.36327388516671033,0.09031442756632063,0.072971566117468,0.0003904715663206326,-0.016952389882532004
Cristiano Ronaldo dos Santos Aveiro,Real Madrid,119,53,108.0,40.0,Goal,Right Foot,Penalty,False,0.7835,1,12.0,0.5920752289498059,0.18617549927232185,0.7847699924167402,-0.5973245007276782,0.0012699924167401955
Diego Roberto Godín Leal,Atlético Madrid,123,3,56.0,41.0,Saved,Right Foot,Open Play,False,0.0054786536,0,64.00781202322104,0.11422282457644317,0.001018854775166151,0.00039536533320171807,-0.00445979882483385,-0.005083288266798282
Carlos Alberto Tevez,Juventus,0,50,100.0,40.0,Off T,Right Foot,Open Play,True,0.046273656,0,20.0,0.36199452278241806,0.08232007605516188,0.10059748547110693,0.03604642005516188,0.05432382947110693
Patrice Evra,Juventus,1,36,108.0,43.0,Wayward,Head,Open Play,False,0.06086964,0,12.36931687685298,0.5616185180743136,0.1777905398878944,0.056118431126260596,0.11692089988789439,-0.004751208873739407
Ivan Rakitić,Barcelona,3,24,112.0,38.0,Goal,Left Foot,Open Play,True,0.3783839,1,8.246211251235321,0.8203383935186874,0.27763401898697926,0.3719846355006613,-0.10074988101302074,-0.006399264499338697
Arturo Erasmo Vidal Pardo,Juventus,7,40,101.0,52.0,Off T,Right Foot,Open Play,True,0.05160495,0,22.47220505424423,0.27570547655049676,0.062351939139112564,0.07270834404182315,0.010746989139112567,0.021103394041823154
Neymar da Silva Santos Junior,Barcelona,8,29,102.0,47.0,Off T,Right Foot,Open Play,False,0.055676848,0,19.313207915827967,0.3512120338964513,0.08698200073080815,0.07388790801255465,0.03130515273080815,0.018211060012554653
Daniel Alves da Silva,Barcelona,12,51,106.0,46.0,Saved,Right Foot,Open Play,True,0.10685889,0,15.231546211727817,0.4383710161830754,0.13085751003284787,0.1706028077466767,0.023998620032847875,0.06374391774667669
Jordi Alba Ramos,Barcelona,15,23,109.0,30.0,Off T,Left Foot,Open Play,True,0.06602102,0,14.866068747318506,0.36999121168832244,0.12979247598732838,0.15980849882466777,0.06377145598732838,0.09378747882466777
Álvaro Borja Morata Martín,Juventus,23,29,104.0,48.0,Off T,Left Foot,Open Play,True,0.12633477,0,17.88854381999832,0.36488528964562716,0.09953617453029621,0.11822705746307588,-0.026798595469703798,-0.008107712536924133
Neymar da Silva Santos Junior,Barcelona,26,42,105.0,25.0,Saved,Right Foot,Open Play,False,0.057562362,0,21.213203435596427,0.24637698965294572,0.06871584792569661,0.055519630193390124,0.011153485925696614,-0.002042731806609875
Luis Alberto Suárez Díaz,Barcelona,38,56,104.0,55.0,Off T,Right Foot,Open Play,False,0.052028827,0,21.93171219946131,0.2454192082231454,0.06430601108885922,0.051328925201234714,0.012277184088859222,-0.0006999017987652859
Luis Alberto Suárez Díaz,Barcelona,39,30,105.0,25.0,Saved,Right Foot,Open Play,True,0.057236888,0,21.213203435596427,0.24637698965294572,0.06871584792569661,0.08116191688975756,0.011478959925696613,0.02392502888975756
Arturo Erasmo Vidal Pardo,Juventus,43,57,95.0,24.0,Blocked,Right Foot,Open Play,False,0.02202018,0,29.68164415931166,0.2078785576842661,0.030413267440902468,0.021165090679357623,0.008393087440902468,-0.0008550893206423771
Claudio Marchisio,Juventus,43,59,92.0,38.0,Saved,Right Foot,Open Play,False,0.023348866,0,28.071337695236398,0.2586715491030687,0.03659414469929198,0.02641120201235513,0.013245278699291981,0.0030623360123551296
Luis Alberto Suárez Díaz,Barcelona,48,0,108.0,27.0,Saved,Right Foot,Open Play,True,0.09212255,0,17.69180601295413,0.2851943209874138,0.09658117660914399,0.12009079489699437,0.0044586266091439924,0.02796824489699437
Luis Alberto Suárez Díaz,Barcelona,48,54,112.0,56.0,Off T,Right Foot,Open Play,True,0.013941046,0,17.88854381999832,0.1887223944971257,0.08957177850683959,0.10954980139939492,0.07563073250683959,0.09560875539939492
Lionel Andrés Messi Cuccittini,Barcelona,50,34,104.0,29.0,Off T,Left Foot,Open Play,False,0.04603501,0,19.4164878389476,0.3116142483094721,0.08414165442376621,0.06685415964872647,0.03810664442376621,0.02081914964872647
Carlos Alberto Tevez,Juventus,54,15,108.0,44.0,Saved,Left Foot,Open Play,True,0.097749144,0,12.649110640673518,0.5398041725446997,0.17175573831096674,0.2204190096952637,0.07400659431096675,0.12266986569526371
Álvaro Borja Morata Martín,Juventus,54,17,115.0,36.0,Goal,Right Foot,Open Play,True,0.6005701,1,6.4031242374328485,0.924600789821128,0.3303386232499934,0.4593862130597741,-0.2702314767500066,-0.14118388694022588
Álvaro Borja Morata Martín,Juventus,57,44,110.0,43.0,Off T,Head,Open Play,False,0.066200376,0,10.44030650891055,0.6534453407531251,0.21727513128381495,0.07414254517220335,0.15107475528381495,0.007942169172203348
Carlos Alberto Tevez,Juventus,62,4,102.0,38.0,Off T,Right Foot,Open Play,True,0.0604446,0,18.110770276274835,0.39661743782491765,0.09946478562268096,0.12503951585615342,0.03902018562268096,0.06459491585615341
Paul Pogba,Juventus,64,4,96.0,34.0,Saved,Right Foot,Open Play,False,0.041178025,0,24.73863375370596,0.2854668927024541,0.05087124362947714,0.039022968295325484,0.00969321862947714,-0.0021550567046745156
Lionel Andrés Messi Cuccittini,Barcelona,67,51,102.0,30.0,Saved,Left Foot,Open Play,False,0.080091104,0,20.591260281974,0.3105126136086434,0.0756326136167907,0.05889963781051575,-0.004458490383209293,-0.021191466189484247
Luis Alberto Suárez Díaz,Barcelona,67,53,114.0,43.0,Goal,Right Foot,Open Play,True,0.53866917,1,6.708203932499369,0.9470432393855713,0.3270157880363213,0.45542802051507897,-0.21165338196367872,-0.08324114948492106
Lionel Andrés Messi Cuccittini,Barcelona,76,30,96.0,21.0,Off T,Left Foot,Free Kick,False,0.012663346,0,30.610455730027933,0.18796588312995172,0.027486573319798455,0.043214816010437196,0.014823227319798455,0.030551470010437197
Paul Pogba,Juventus,78,13,116.0,47.0,Off T,Head,Open Play,False,0.081363015,0,8.06225774829855,0.516098987558882,0.24243513575373785,0.08558786676933759,0.16107212075373784,0.004224851769337595
Luis Alberto Suárez Díaz,Barcelona,81,0,112.0,36.0,Wayward,Right Foot,Open Play,True,0.18992585,0,8.94427190999916,0.7212157681992971,0.2515833655397277,0.34874127907800034,0.0616575155397277,0.15881542907800034
Gerard Piqué Bernabéu,Barcelona,81,17,112.0,49.0,Off T,Right Foot,Open Play,True,0.19920498,0,12.041594578792296,0.41866304735600424,0.1688501487438357,0.22557633000156843,-0.03035483125616431,0.026371350001568428
Luis Alberto Suárez Díaz,Barcelona,83,58,107.0,33.0,Off T,Left Foot,Open Play,False,0.06387972,0,14.7648230602334,0.4353338380602104,0.13591221689147115,0.11917615005772736,0.07203249689147115,0.05529643005772736
Claudio Marchisio,Juventus,88,51,88.0,39.0,Saved,Left Foot,Open Play,False,0.02337703,0,32.01562118716424,0.22754282904519035,0.02465696897409429,0.015572274533597753,0.0012799389740942892,-0.007804755466402247
Claudio Marchisio,Juventus,89,20,94.0,48.0,Wayward,Right Foot,Open Play,True,0.019783499,0,27.202941017470888,0.2561756566544305,0.03965293892079341,0.042990262277694584,0.019869439920793413,0.023206763277694584
Carlos Alberto Tevez,Juventus,91,54,100.0,31.0,Saved,Right Foot,Open Play,False,0.06307037,0,21.93171219946131,0.3034178821644458,0.06665254257599287,0.05376173418023843,0.003582172575992873,-0.009308635819761574
Neymar da Silva Santos Junior,Barcelona,96,40,109.0,31.0,Goal,Left Foot,Open Play,False,0.26035696,1,14.212670403551895,0.40350030760726874,0.13984222426486972,0.12303612446943643,-0.1205147357351303,-0.1373208355305636
Jorge Resurrección Merodio,Atlético Madrid,4,22,108.0,52.0,Saved,Right Foot,Open Play,True,0.069306016,0,16.97056274847714,0.30959258265581113,0.1044262181750031,0.13140468911772096,0.0351202021750031,0.062098673117720965
Karim Benzema,Real Madrid,5,29,115.0,41.0,Saved,Left Foot,Open Play,True,0.41807303,0,5.0990195135927845,1.2391346885181307,0.4083325591033169,0.5470672760029303,-0.009740470896683118,0.12899424600293025
Marcelo Vieira da Silva Júnior,Real Madrid,5,31,96.0,32.0,Off T,Left Foot,Open Play,True,0.032652855,0,25.298221281347036,0.27335017950977625,0.047920684891881914,0.05053893207828233,0.015267829891881912,0.017886077078282325
Toni Kroos,Real Madrid,8,55,97.0,25.0,Blocked,Left Foot,Open Play,False,0.023983413,0,27.459060435491963,0.2235290081978945,0.03791274089895485,0.025849282062496298,0.01392932789895485,0.001865869062496299
Sergio Ramos García,Real Madrid,14,27,117.0,40.0,Goal,Left Foot,Open Play,True,0.5623978,1,3.0,1.373243142659571,0.48089168852292224,0.6322056852372003,-0.0815061114770777,0.06980788523720038
Cristiano Ronaldo dos Santos Aveiro,Real Madrid,22,26,94.0,24.0,Blocked,Left Foot,Open Play,False,0.020320546,0,30.528675044947494,0.20429347278918003,0.02799391580997469,0.018052553115455415,0.007673369809974691,-0.0022679928845445833
Juan Francisco Torres Belén,Atlético Madrid,24,19,101.0,58.0,Off T,Right Foot,Open Play,True,0.018110937,0,26.1725046566048,0.2041998317208145,0.04226911207455826,0.046137468607856606,0.02415817507455826,0.028026531607856606
Antoine Griezmann,Atlético Madrid,33,28,98.0,32.0,Saved,Left Foot,Open Play,False,0.04426239,0,23.40939982143925,0.2925867673516056,0.05779791285755696,0.04276441635567829,0.013535522857556964,-0.0014979736443217068
Antoine Griezmann,Atlético Madrid,39,0,87.0,43.0,Saved,Left Foot,Open Play,False,0.028468803,0,33.13608305156178,0.21914053272886705,0.022029512123759615,0.013631031264712953,-0.006439290876240386,-0.014837771735287048
Antoine Griezmann,Atlético Madrid,42,14,96.0,34.0,Off T,Right Foot,Open Play,False,0.049887635,0,24.73863375370596,0.2854668927024541,0.05087124362947714,0.039022968295325484,0.000983608629477141,-0.010864666704674515
Antoine Griezmann,Atlético Madrid,47,8,108.0,40.0,Post,Left Foot,Penalty,False,0.7835,0,12.0,0.5920752289498059,0.18617549927232185,0.7740376243424335,-0.5973245007276782,-0.009462375657566469
Diego Roberto Godín Leal,Atlético Madrid,53,30,115.0,45.0,Wayward,Head,Open Play,False,0.18377863,0,7.0710678118654755,0.7853380577208128,0.29646221774927956,0.11623366392917948,0.11268358774927956,-0.06754496607082051
Antoine Griezmann,Atlético Madrid,53,31,113.0,40.0,Wayward,Left Foot,Open Play,False,0.14559157,0,7.0,0.9635313430737258,0.32313354390304433,0.33897243559224793,0.17754197390304433,0.19338086559224793
Stefan Savić,Atlético Madrid,53,32,115.0,37.0,Off T,Left Foot,Open Play,False,0.31139183,0,5.830951894845301,1.0580561711516303,0.3630080172998299,0.3882589318463137,0.05161618729982992,0.07686710184631373
Gareth Frank Bale,Real Madrid,54,10,89.0,41.0,Off T,Left Foot,Open Play,False,0.026141018,0,31.016124838541646,0.2348022016243709,0.027252645002196856,0.017528540685634794,0.0011116270021968577,-0.008612477314365204
Gareth Frank Bale,Real Madrid,56,20,114.0,48.0,Wayward,Head,Open Play,False,0.056916248,0,10.0,0.46933817912629144,0.20420722276267667,0.06725977835440133,0.14729097476267666,0.010343530354401331
Jorge Resurrección Merodio,Atlético Madrid,57,21,104.0,63.0,Off T,Right Foot,Open Play,False,0.008927562,0,28.0178514522438,0.1506377768486021,0.034330720113926995,0.024313046947859778,0.025403158113926995,0.015385484947859778
Saúl Ñíguez Esclapez,Atlético Madrid,58,46,105.0,40.0,Off T,Left Foot,Open Play,True,0.07256556,0,15.0,0.4786473619894158,0.1365702921831663,0.17031541056956478,0.0640047321831663,0.09774985056956478
Jorge Resurrección Merodio,Atlético Madrid,61,21,95.0,45.0,Blocked,Right Foot,Open Play,False,0.034006912,0,25.495097567963924,0.2799153413611984,0.04724302584695773,0.035745952675089274,0.013236113846957727,0.0017390406750892734
Gareth Frank Bale,Real Madrid,61,50,100.0,31.0,Blocked,Left Foot,Open Play,True,0.061375666,0,21.93171219946131,0.3034178821644458,0.06665254257599287,0.07425254454645272,0.005276876575992871,0.012876878546452718
Saúl Ñíguez Esclapez,Atlético Madrid,62,49,92.0,28.0,Off T,Left Foot,Open Play,False,0.02516255,0,30.463092423455635,0.22045468148867023,0.028463369046636586,0.018430648545895642,0.003300819046636587,-0.006731901454104357
Gareth Frank Bale,Real Madrid,67,1,97.0,62.0,Blocked,Left Foot,Free Kick,False,0.008989693,0,31.827660925679098,0.16686058350778743,0.024140348524829727,0.03717382278194245,0.015150655524829727,0.02818412978194245
Karim Benzema,Real Madrid,69,52,110.0,52.0,Saved,Right Foot,Open Play,False,0.22443372,0,15.620499351813308,0.30736695801251124,0.11731119549037919,0.10494611467736169,-0.10712252450962081,-0.11948760532263832
Fernando José Torres Sanz,Atlético Madrid,73,46,111.0,36.0,Off T,Head,Open Play,False,0.09830945,0,9.848857801796104,0.667378946411016,0.22891666603638522,0.07977518654936339,0.1306072160363852,-0.01853426345063662
Gabriel Fernández Arenas,Atlético Madrid,75,54,85.0,39.0,Blocked,Right Foot,Open Play,False,0.015440093,0,35.014282800023196,0.20821855822225135,0.018263981992274157,0.011623077165102386,0.002823888992274157,-0.0038170158348976146
Cristiano Ronaldo dos Santos Aveiro,Real Madrid,77,16,98.0,51.0,Saved,Right Foot,Open Play,False,0.051891547,0,24.596747752497688,0.2657695271239893,0.050913791290368104,0.03900849933706354,-0.0009777557096318987,-0.012883047662936464
Cristiano Ronaldo dos Santos Aveiro,Real Madrid,77,52,111.0,40.0,Saved,Right Foot,Open Play,True,0.34312502,0,9.0,0.7724805184545609,0.25697540743466235,0.3571526575852525,-0.08614961256533765,0.014027637585252495
Gareth Frank Bale,Real Madrid,77,57,114.0,50.0,Blocked,Right Foot,Open Play,False,0.09359068,0,11.661903789690601,0.3439836203346085,0.16714917311318694,0.15972969730884734,0.07355849311318695,0.06613901730884734
Yannick Ferreira Carrasco,Atlético Madrid,78,44,115.0,38.0,Goal,Right Foot,Open Play,True,0.56457525,1,5.385164807134504,1.1677830043209667,0.3902915114036718,0.5395260247721362,-0.17428373859632817,-0.02504922522786379
Gareth Frank Bale,Real Madrid,84,54,116.0,22.0,Blocked,Right Foot,Open Play,False,0.007515605,0,18.439088914585774,0.08941071903754325,0.0802836161800738,0.06603947847544275,0.07276801118007381,0.05852387347544275
Gareth Frank Bale,Real Madrid,85,28,116.0,42.0,Blocked,Head,Open Play,False,0.19115591,0,4.47213595499958,1.348948828353456,0.4410722379804205,0.22154874529245716,0.2499163279804205,0.03039283529245715
Carlos Henrique Casimiro,Real Madrid,91,28,86.0,39.0,Saved,Right Foot,Open Play,False,0.01860388,0,34.0147027033899,0.2142864044012006,0.02018517137601433,0.013076980901692944,0.0015812913760143293,-0.005526899098307055
Gareth Frank Bale,Real Madrid,92,46,90.0,22.0,Off T,Left Foot,Open Play,False,0.0072154016,0,34.9857113690718,0.1794457605148939,0.01797531350002947,0.010702847054733936,0.010759911900029468,0.003487445454733936
Cristiano Ronaldo dos Santos Aveiro,Real Madrid,93,52,113.0,35.0,Saved,Head,Open Play,False,0.110161476,0,8.602325267042627,0.7018659577259492,0.25550430909689287,0.0933073166544505,0.1453428330968929,-0.0168541593455495
Gareth Frank Bale,Real Madrid,100,39,102.0,42.0,Blocked,Left Foot,Open Play,True,0.06203611,0,18.110770276274835,0.39661743782491765,0.09946478562268096,0.1183675798243143,0.037428675622680964,0.0563314698243143
Luka Modrić,Real Madrid,100,43,92.0,45.0,Blocked,Right Foot,Open Play,False,0.024222028,0,28.442925306655784,0.2521332202323815,0.03518463126411555,0.02520533730475981,0.01096260326411555,0.0009833093047598093
Danilo Luiz da Silva,Real Madrid,101,15,93.0,56.0,Off T,Left Foot,Open Play,False,0.012664168,0,31.38470965295043,0.20067812509906002,0.025739268633755856,0.016348839589055218,0.013075100633755856,0.0036846715890552183
Yannick Ferreira Carrasco,Atlético Madrid,104,23,105.0,25.0,Blocked,Left Foot,Open Play,False,0.04315578,0,21.213203435596427,0.24637698965294572,0.06871584792569661,0.0523352984413292,0.025560067925696615,0.0091795184413292
Antoine Griezmann,Atlético Madrid,104,53,112.0,52.0,Off T,Left Foot,Open Play,True,0.041965958,0,14.422205101855956,0.2922989396285066,0.12890591036601098,0.15783771865312057,0.08693995236601099,0.11587176065312058
Carlos Henrique Casimiro,Real Madrid,106,17,96.0,46.0,Off T,Right Foot,Open Play,False,0.05956497,0,24.73863375370596,0.2854668927024541,0.05087124362947714,0.039022968295325484,-0.008693726370522861,-0.020542001704674517
Cristiano Ronaldo dos Santos Aveiro,Real Madrid,116,0,88.0,33.0,Blocked,Right Foot,Free Kick,False,0.029977908,0,32.7566787083184,0.21756460961236457,0.022821750926023284,0.03713814764758814,-0.007156157073976717,0.007160239647588138
Cristiano Ronaldo dos Santos Aveiro,Real Madrid,118,43,103.0,47.0,Blocked,Left Foot,Open Play,False,0.04665298,0,18.384776310850235,0.3660788451260231,0.09532937730101709,0.07782591156235977,0.048676397301017096,0.03117293156235977
Lucas Vázquez Iglesias,Real Madrid,118,55,109.0,45.0,Blocked,Right Foot,Open Play,False,0.0811711,0,12.083045973594572,0.5457111767799335,0.18036868074592965,0.17677256074659575,0.09919758074592966,0.09560146074659576
Danilo Luiz da Silva,Real Madrid,121,19,111.0,60.0,Blocked,Right Foot,Open Play,False,0.008481465,0,21.93171219946131,0.13996708211009626,0.060235665094729766,0.047170297777143905,0.051754200094729766,0.038688832777143904
Lucas Vázquez Iglesias,Real Madrid,120,0,109.0,41.0,Goal,Right Foot,Penalty,False,0.7835,1,11.045361017187261,0.6379784967323765,0.205683651635565,0.8086791379122674,-0.577816348364435,0.025179137912267446
Antoine Griezmann,Atlético Madrid,120,43,109.0,41.0,Goal,Left Foot,Penalty,False,0.7835,1,11.045361017187261,0.6379784967323765,0.205683651635565,0.7988333789619501,-0.577816348364435,0.015333378961950084
Marcelo Vieira da Silva Júnior,Real Madrid,121,21,109.0,41.0,Goal,Left Foot,Penalty,False,0.7835,1,11.045361017187261,0.6379784967323765,0.205683651635565,0.7988333789619501,-0.577816348364435,0.015333378961950084
Gabriel Fernández Arenas,Atlético Madrid,121,57,109.0,41.0,Goal,Right Foot,Penalty,False,0.7835,1,11.045361017187261,0.6379784967323765,0.205683651635565,0.8086791379122674,-0.577816348364435,0.025179137912267446
Gareth Frank Bale,Real Madrid,122,36,109.0,41.0,Goal,Left Foot,Penalty,False,0.7835,1,11.045361017187261,0.6379784967323765,0.205683651635565,0.7988333789619501,-0.577816348364435,0.015333378961950084
Saúl Ñíguez Esclapez,Atlético Madrid,123,23,109.0,41.0,Goal,Left Foot,Penalty,False,0.7835,1,11.045361017187261,0.6379784967323765,0.205683651635565,0.7988333789619501,-0.577816348364435,0.015333378961950084
Sergio Ramos García,Real Madrid,124,1,109.0,41.0,Goal,Right Foot,Penalty,False,0.7835,1,11.045361017187261,0.6379784967323765,0.205683651635565,0.8086791379122674,-0.577816348364435,0.025179137912267446
Juan Francisco Torres Belén,Atlético Madrid,124,32,109.0,41.0,Post,Right Foot,Penalty,False,0.7835,0,11.045361017187261,0.6379784967323765,0.205683651635565,0.8086791379122674,-0.577816348364435,0.025179137912267446
Cristiano Ronaldo dos Santos Aveiro,Real Madrid,125,12,109.0,41.0,Goal,Right Foot,Penalty,False,0.7835,1,11.045361017187261,0.6379784967323765,0.205683651635565,0.8086791379122674,-0.577816348364435,0.025179137912267446
Gonzalo Gerardo Higuaín,Juventus,2,50,106.0,37.0,Saved,Head,Open Play,False,0.07028022,0,14.317821063276353,0.49113894754257,0.14567218949287722,0.042918716321959136,0.07539196949287721,-0.02736150367804087
Gonzalo Gerardo Higuaín,Juventus,3,20,92.0,49.0,Saved,Right Foot,Open Play,False,0.023389878,0,29.410882339705484,0.23618324364370274,0.031776411956952084,0.022330499006168607,0.008386533956952085,-0.0010593789938313919
Miralem Pjanić,Juventus,6,2,98.0,35.0,Saved,Right Foot,Open Play,False,0.04491758,0,22.561028345356956,0.31417453904071785,0.06333736329021812,0.05065288279846735,0.018419783290218122,0.005735302798467352
Cristiano Ronaldo dos Santos Aveiro,Real Madrid,19,38,105.0,44.0,Goal,Right Foot,Open Play,True,0.08542749,1,15.524174696260024,0.44948169765500345,0.12845035998564164,0.16722321247201657,0.04302286998564164,0.08179572247201658
Miralem Pjanić,Juventus,22,24,105.0,51.0,Blocked,Left Foot,Open Play,False,0.05371165,0,18.601075237738275,0.31885749474374275,0.0909032379427488,0.07332041252460114,0.037191587942748794,0.019608762524601142
Gonzalo Gerardo Higuaín,Juventus,25,37,100.0,39.0,Blocked,Left Foot,Open Play,True,0.052339688,0,20.024984394500787,0.3611397948230589,0.08209269131067258,0.09478082046305494,0.029753003310672578,0.04244113246305494
Mario Mandžukić,Juventus,26,20,106.0,30.0,Goal,Right Foot,Open Play,False,0.03708837,1,17.204650534085253,0.3478792775147612,0.10464853151860755,0.09192828300195945,0.06756016151860755,0.054839913001959444
Cristiano Ronaldo dos Santos Aveiro,Real Madrid,30,28,105.0,42.0,Blocked,Right Foot,Open Play,True,0.047854044,0,15.132745950421556,0.4710329368469382,0.13445639862964007,0.17616527397985982,0.08660235462964007,0.12831122997985983
Cristiano Ronaldo dos Santos Aveiro,Real Madrid,32,20,112.0,45.0,Wayward,Head,Open Play,False,0.17624187,0,9.433981132056603,0.6590339261642634,0.23517871415104818,0.08278987562889466,0.05893684415104819,-0.09345199437110534
Paulo Bruno Exequiel Dybala,Juventus,34,4,89.0,50.0,Blocked,Left Foot,Free Kick,False,0.02529055,0,32.57299494980466,0.21331306686160087,0.023162983092176098,0.035561230171678566,-0.0021275669078239003,0.010270680171678568
Miralem Pjanić,Juventus,39,59,97.0,37.0,Blocked,Right Foot,Open Play,True,0.04150408,0,23.194827009486403,0.3105441010590183,0.05961602848156933,0.06920113438131692,0.01811194848156933,0.02769705438131692
Carlos Henrique Casimiro,Real Madrid,44,45,90.0,54.0,Off T,Right Foot,Open Play,False,0.01026013,0,33.1058907144937,0.20012884492752112,0.021823371719915732,0.014317930621242623,0.011563241719915733,0.004057800621242624
Francisco Román Alarcón Suárez,Real Madrid,45,33,94.0,48.0,Blocked,Right Foot,Open Play,False,0.025536312,0,27.202941017470888,0.2561756566544305,0.03965293892079341,0.02902693891468643,0.014116626920793414,0.003490626914686431
Luka Modrić,Real Madrid,53,54,93.0,38.0,Saved,Left Foot,Open Play,False,0.036176078,0,27.073972741361768,0.2680416314906354,0.0404404490028607,0.02798317933464687,0.004264371002860701,-0.00819289866535313
Marcelo Vieira da Silva Júnior,Real Madrid,55,3,103.0,26.0,Off T,Left Foot,Open Play,False,0.041312158,0,22.02271554554524,0.2579851162382462,0.06426933432648825,0.04838141128536669,0.02295717632648825,0.007069253285366686
Francisco Román Alarcón Suárez,Real Madrid,58,17,99.0,32.0,Off T,Left Foot,Open Play,False,0.05314489,0,22.47220505424423,0.30305836305553757,0.06341777769668773,0.04776913827933552,0.01027288769668773,-0.0053757517206644775
Toni Kroos,Real Madrid,60,20,103.0,29.0,Blocked,Left Foot,Open Play,True,0.059818856,0,20.248456731316587,0.3040355781328673,0.07770765956812359,0.08864707504314373,0.01788880356812359,0.028828219043143734
Carlos Henrique Casimiro,Real Madrid,60,23,90.0,34.0,Goal,Right Foot,Open Play,True,0.017446898,1,30.59411708155671,0.23367372249137447,0.02835020656349032,0.029048658199766746,0.01090330856349032,0.011601760199766747
Cristiano Ronaldo dos Santos Aveiro,Real Madrid,63,31,117.0,47.0,Goal,Right Foot,Open Play,True,0.13650973,1,7.615773105863909,0.4574912831823614,0.243355354657133,0.33291911663892076,0.10684562465713301,0.19640938663892077
Cristiano Ronaldo dos Santos Aveiro,Real Madrid,72,18,111.0,42.0,Off T,Right Foot,Open Play,True,0.28140664,0,9.219544457292887,0.7437854752332452,0.2493205116553904,0.3459222899087477,-0.03208612834460958,0.0645156499087477
Karim Benzema,Real Madrid,74,39,112.0,27.0,Blocked,Right Foot,Open Play,False,0.0675641,0,15.264337522473747,0.2605974035178621,0.11772392459947138,0.10506690476720025,0.05015982459947138,0.03750280476720025
Marcelo Vieira da Silva Júnior,Real Madrid,74,41,97.0,33.0,Off T,Left Foot,Open Play,True,0.040467594,0,24.041630560342615,0.2897964165348178,0.054419627891339056,0.05865131264725655,0.013952033891339054,0.01818371864725655
Alex Sandro Lobo Silva,Juventus,81,4,111.0,48.0,Off T,Head,Open Play,False,0.07065242,0,12.041594578792296,0.4641204296753617,0.17311060070630666,0.053796483332321295,0.10245818070630666,-0.0168559366676787
Cristiano Ronaldo dos Santos Aveiro,Real Madrid,89,42,91.0,30.0,Blocked,Right Foot,Free Kick,False,0.043744557,0,30.675723300355934,0.22497357025306677,0.027973869793761933,0.04692085027966687,-0.01577068720623807,0.0031762932796668697
Marco Asensio Willemsen,Real Madrid,89,52,113.0,40.0,Goal,Left Foot,Open Play,True,0.40126145,1,7.0,0.9635313430737258,0.32313354390304433,0.4352058269640997,-0.07812790609695569,0.03394437696409969
Álvaro Borja Morata Martín,Real Madrid,92,14,109.0,23.0,Blocked,Right Foot,Open Play,False,0.024945462,0,20.248456731316587,0.2003010413611494,0.07293183787154404,0.05938529919518327,0.04798637587154404,0.034439837195183266
Gareth Frank Bale,Real Madrid,93,10,93.0,29.0,Blocked,Left Foot,Open Play,False,0.02260328,0,29.154759474226502,0.2319873930022419,0.03247056302661206,0.02154314630824964,0.00986728302661206,-0.0010601336917503597
Georginio Wijnaldum,Liverpool,2,33,98.1,52.1,Blocked,Right Foot,Open Play,False,0.03639871,0,25.020391683584815,0.25593560881658445,0.048642715970506116,0.03693782694401544,0.012244005970506115,0.0005391169440154414
Mohamed Salah,Liverpool,5,14,96.6,51.5,Blocked,Left Foot,Open Play,True,0.027975515,0,26.073166282597906,0.25158341703443865,0.043963235152074794,0.045649232543470794,0.015987720152074794,0.017673717543470795
Roberto Firmino Barbosa de Oliveira,Liverpool,7,56,112.1,30.6,Off T,Head,Open Play,False,0.07536108,0,12.278843593759149,0.3984367891497831,0.16377222025643928,0.04975018101620957,0.08841114025643929,-0.025610898983790424
