player,team,minute,second,x,y,outcome,body_part,shot_type,first_time,statsbomb_xg,goal,distance,angle,xg_baseline,xg_improved,diff_baseline_statsbomb,diff_improved_statsbomb
Luis Alberto Suárez Díaz,Barcelona,62,21,108.1,40.1,Goal,Right Foot,Penalty,False,0.7835,1,11.900420160649796,0.5967253993229291,0.18812789972984928,0.7873425652490889,-0.5953721002701506,0.0038425652490888806
Wissam Ben Yedder,Sevilla,65,17,108.0,46.0,Wayward,Right Foot,Open Play,True,0.10386241,0,13.416407864998739,0.48519901791668085,0.15649512107199495,0.20841802504859927,0.05263271107199495,0.10455561504859927
Wissam Ben Yedder,Sevilla,66,36,108.2,53.2,Off T,Right Foot,Open Play,False,0.08907784,0,17.705366418123067,0.28026293276462255,0.09618144093457902,0.08282941070392172,0.007103600934579013,-0.006248429296078287
Ivan Rakitić,Barcelona,68,5,100.1,33.1,Off T,Left Foot,Open Play,False,0.061968166,0,21.062288574606516,0.3264705677565783,0.07318027801537857,0.056701053597076126,0.011212112015378577,-0.005267112402923872
Philippe Coutinho Correia,Barcelona,71,27,110.1,25.1,Blocked,Left Foot,Open Play,False,0.020365832,0,17.889102828258327,0.2320826547113553,0.09193300775971244,0.07388160652983645,0.07156717575971244,0.053515774529836455
Clément Lenglet,Barcelona,71,54,112.9,38.0,Off T,Head,Open Play,False,0.09892875,0,7.376313442364005,0.9026980872587138,0.30650408128779144,0.12297320268553766,0.20757533128779143,0.024044452685537662
Luis Alberto Suárez Díaz,Barcelona,72,39,101.8,38.6,Saved,Right Foot,Open Play,True,0.0658176,0,18.25376673456742,0.39471695965345815,0.09810527676650467,0.12308981215363377,0.03228767676650467,0.05727221215363376
Ousmane Dembélé,Barcelona,73,46,108.1,51.1,Blocked,Left Foot,Open Play,False,0.057091378,0,16.273291000900837,0.3335159031076915,0.11256258215224822,0.094625153896722,0.055471204152248224,0.03753377589672201
Pablo Sarabia García,Sevilla,78,29,97.0,55.1,Blocked,Left Foot,Open Play,False,0.022372017,0,27.5138147118861,0.222653873615091,0.037696494353239775,0.02567374537318685,0.015324477353239774,0.0033017283731868498
Philippe Coutinho Correia,Barcelona,82,44,86.5,44.2,Saved,Right Foot,Free Kick,False,0.027035242,0,33.76225703355746,0.2143403175435041,0.02068106605630175,0.033153627618978686,-0.006354175943698252,0.006118385618978685
Luis Fernando Muriel Fruto,Sevilla,84,50,100.1,29.8,Off T,Right Foot,Open Play,False,0.05449894,0,22.3617977810372,0.29083773727680257,0.06358069978304602,0.050802150548317174,0.009081759783046019,-0.003696789451682829
Pablo Sarabia García,Sevilla,85,17,103.2,39.0,Saved,Left Foot,Open Play,False,0.14464886,0,16.82973558912914,0.42760818911466536,0.11333236175924122,0.09597943502048104,-0.03131649824075877,-0.048669424979518955
Wissam Ben Yedder,Sevilla,85,19,114.1,49.1,Saved,Right Foot,Open Play,True,0.20911258,0,10.845275469069474,0.3928369861552731,0.18337744686768043,0.24628527859310323,-0.025735133132319565,0.03717269859310324
Éver Maximiliano David Banega,Sevilla,85,27,104.0,52.0,Blocked,Right Foot,Open Play,False,0.04430283,0,20.0,0.2941567426761247,0.07899428845373589,0.06568122932932774,0.03469145845373589,0.021378399329327738
Roque Mesa Quevedo,Sevilla,85,41,104.0,45.0,Blocked,Right Foot,Open Play,True,0.068732515,0,16.76305461424021,0.41254553884149114,0.11298865012060422,0.1445346875601178,0.04425613512060422,0.07580217256011781
Ivan Rakitić,Barcelona,87,43,104.1,58.1,Goal,Right Foot,Open Play,True,0.020436963,1,24.091907354960508,0.2024490656921934,0.05128262624300851,0.05772403759719956,0.030845663243008508,0.03728707459719956
Luis Fernando Muriel Fruto,Sevilla,90,7,103.3,28.7,Goal,Right Foot,Open Play,True,0.08792441,1,20.163829001457042,0.3014334418837869,0.07818007269556053,0.09445971248460933,-0.009744337304439465,0.006535302484609332
Munir El Haddadi Mohamed,Barcelona,91,27,105.1,33.1,Blocked,Left Foot,Open Play,True,0.079445854,0,16.42010962204577,0.4024411773868188,0.11571578351170449,0.1406520462307796,0.03626992951170449,0.061206192230779596
Lionel Andrés Messi Cuccittini,Barcelona,0,43,112.9,33.4,Wayward,Left Foot,Open Play,True,0.07439837,0,9.693812459502192,0.572865499631624,0.22067463571660617,0.2895294392529324,0.14627626571660618,0.2151310692529324
Sergio Busquets i Burgos,Barcelona,1,51,100.1,37.9,Off T,Left Foot,Open Play,True,0.06981701,0,20.01049724519609,0.35997943255036907,0.08214187555689685,0.09483897107508603,0.012324865556896852,0.02502196107508603
Luis Alberto Suárez Díaz,Barcelona,2,21,104.3,32.2,Blocked,Left Foot,Open Play,True,0.04403641,0,17.530829986055995,0.37271092214491414,0.10320069772255348,0.12326612769550266,0.059164287722553485,0.07922971769550266
Lorenzo Jesús Morón García,Real Betis,4,24,117.9,30.7,Off T,Right Foot,Open Play,True,0.035707735,0,9.534149149242422,0.19579613307632235,0.18310890480474767,0.24328564938967706,0.14740116980474768,0.20757791438967707
Malcom Filipe Silva de Oliveira,Barcelona,5,5,106.4,21.8,Off T,Left Foot,Open Play,False,0.01157194,0,22.720035211240315,0.19546548488884397,0.05798010947700904,0.04263885432103719,0.04640816947700904,0.031066914321037187
Joaquín Sánchez Rodríguez,Real Betis,5,50,109.5,39.8,Off T,Right Foot,Open Play,True,0.24137515,0,10.501904589168577,0.6706021221462378,0.21817916983306596,0.30043744549781853,-0.023195980166934055,0.05906229549781852
Lionel Andrés Messi Cuccittini,Barcelona,11,45,106.9,26.5,Blocked,Left Foot,Open Play,False,0.02935495,0,18.811166896287954,0.2745386401888696,0.08686319168782555,0.06925933024229927,0.05750824168782555,0.03990438024229927
Héctor Junior Firpo Adames,Real Betis,19,15,108.5,29.1,Goal,Right Foot,Open Play,False,0.12209966,1,15.844872987815332,0.34040882557328794,0.1172965807252825,0.10515347194629192,-0.0048030792747175005,-0.01694618805370808
Lorenzo Jesús Morón García,Real Betis,22,14,101.3,30.4,Saved,Right Foot,Open Play,False,0.048963465,0,21.02022835270826,0.3092341153826852,0.07268836002468128,0.05958720878719306,0.02372489502468128,0.010623743787193066
Clément Lenglet,Barcelona,24,47,113.3,42.5,Saved,Left Foot,Open Play,True,0.2608973,0,7.151223671512452,0.9148670096601309,0.3129405085591203,0.4209361712484424,0.05204320855912031,0.1600388712484424
Lionel Andrés Messi Cuccittini,Barcelona,26,56,88.2,41.0,Blocked,Left Foot,Free Kick,False,0.025032723,0,31.81571938523471,0.22895876143797436,0.02515548536875865,0.03914414093491972,0.00012276236875865057,0.014111417934919719
Cristian Tello Herrera,Real Betis,29,56,107.9,49.3,Saved,Left Foot,Open Play,False,0.10254536,0,15.261061562027715,0.38352770841131434,0.12646801792394194,0.10903697795992241,0.023922657923941937,0.0064916179599224105
Joaquín Sánchez Rodríguez,Real Betis,33,27,110.2,40.5,Goal,Right Foot,Open Play,True,0.32346222,1,9.812746812182608,0.7133612816134529,0.23496338308034187,0.3250994484640551,-0.08849883691965815,0.0016372284640550627
Lorenzo Jesús Morón García,Real Betis,39,4,99.0,49.6,Off T,Right Foot,Open Play,False,0.077726476,0,23.09025768587263,0.28755259709868153,0.05933887043674859,0.04681138436157441,-0.018387605563251412,-0.030915091638425596
Luis Alberto Suárez Díaz,Barcelona,41,46,104.0,47.4,Off T,Right Foot,Open Play,True,0.058183625,0,17.628386199536248,0.37520226000851103,0.10247058550862033,0.12915233311629806,0.04428696050862033,0.07096870811629806
Lorenzo Jesús Morón García,Real Betis,46,21,112.7,49.8,Off T,Head,Open Play,False,0.036446683,0,12.220065466273079,0.3745451791887193,0.16240220669326627,0.04911971273394413,0.12595552369326626,0.01267302973394413
Arturo Erasmo Vidal Pardo,Barcelona,45,14,100.8,26.6,Saved,Left Foot,Open Play,False,0.043933608,0,23.413671220037237,0.2569844293822509,0.056506840315824605,0.04153354317214164,0.012573232315824606,-0.0024000648278583586
Lionel Andrés Messi Cuccittini,Barcelona,47,33,100.3,40.3,Off T,Left Foot,Open Play,False,0.0454285,0,19.702284131541706,0.3673043490422401,0.08482345235829807,0.06775007107467675,0.03939495235829807,0.02232157107467675
Lionel Andrés Messi Cuccittini,Barcelona,50,9,107.7,30.3,Blocked,Left Foot,Open Play,False,0.039049815,0,15.664609794054876,0.3702165449632042,0.1212221936751563,0.10359106403486308,0.0821723786751563,0.06454124903486308
Sergio Busquets i Burgos,Barcelona,50,30,116.0,31.9,Off T,Head,Open Play,False,0.11498714,0,9.033825324855469,0.4054521561838065,0.21286232809454483,0.07089655317529629,0.09787518809454483,-0.04409058682470371
Giovani Lo Celso,Real Betis,54,48,94.6,39.4,Saved,Left Foot,Open Play,False,0.03870948,0,25.4070856258643,0.2860646314427474,0.047817590441308934,0.0341544755207421,0.009108110441308936,-0.004555004479257899
Sergi Roberto Carnicer,Barcelona,56,36,104.1,52.9,Off T,Right Foot,Open Play,True,0.039548367,0,20.474862636901868,0.2792975936979616,0.07498963292788326,0.0899248193753054,0.035441265927883256,0.0503764523753054
Luis Alberto Suárez Díaz,Barcelona,57,17,104.7,50.0,Off T,Right Foot,Open Play,True,0.106359765,0,18.278129007094787,0.33598839325118185,0.09451792926933644,0.11755766585881627,-0.011841835730663552,0.011197900858816279
Giovani Lo Celso,Real Betis,59,37,103.4,33.0,Off T,Left Foot,Open Play,True,0.10680815,0,18.01554883982167,0.37229640906885186,0.09886182334256993,0.11736791805393637,-0.007946326657430072,0.010559768053936366
Cristian Tello Herrera,Real Betis,63,36,113.3,51.9,Blocked,Right Foot,Open Play,False,0.040446807,0,13.656500283747663,0.2760850051480371,0.13630253472051337,0.12505838529393093,0.09585572772051337,0.08461157829393093
Lionel Andrés Messi Cuccittini,Barcelona,67,17,108.1,40.1,Goal,Left Foot,Penalty,False,0.7835,1,11.900420160649796,0.5967253993229291,0.18812789972984928,0.7767019767636231,-0.5953721002701506,-0.006798023236376904
Carles Aleña Castillo,Barcelona,69,23,93.3,40.1,Blocked,Left Foot,Open Play,False,0.03745603,0,26.700187265260894,0.27245551285889796,0.04200345100898785,0.02927417443156431,0.004547421008987848,-0.008181855568435693
Giovani Lo Celso,Real Betis,70,42,107.7,51.0,Goal,Right Foot,Open Play,False,0.11627891,1,16.501212076693033,0.33468781755625737,0.11042658338087487,0.09787599001625244,-0.005852326619125131,-0.01840291998374756
Sergio Canales Madrazo,Real Betis,73,40,92.8,37.0,Blocked,Left Foot,Free Kick,False,0.06214063,0,27.364941074301626,0.264388482004606,0.039257049967280765,0.06524487874941595,-0.022883580032719238,0.00310424874941595
Arturo Erasmo Vidal Pardo,Barcelona,78,54,111.3,45.1,Goal,Right Foot,Open Play,True,0.8558316,1,10.08464178838297,0.6248044663389558,0.21999450878697152,0.3023505818767146,-0.6358370912130284,-0.5534810181232854
Héctor Junior Firpo Adames,Real Betis,82,9,112.1,29.8,Saved,Left Foot,Open Play,False,0.32012635,0,12.901550294441366,0.36124634477996026,0.15238133795301437,0.13589915492340235,-0.16774501204698564,-0.18422719507659766
Sergio Canales Madrazo,Real Betis,82,23,112.6,37.4,Goal,Right Foot,Open Play,True,0.3487468,1,7.843468620451037,0.8444111759622082,0.2888780185524593,0.40252045338038855,-0.05986878144754071,0.05377365338038853
Gerard Piqué Bernabéu,Barcelona,88,6,117.2,37.4,Off T,Head,Open Play,False,0.5591529,0,3.820994634908559,1.5121011384981708,0.48372733502946824,0.26023037283331035,-0.07542556497053171,-0.2989225271666896
Gerard Piqué Bernabéu,Barcelona,90,50,110.9,47.2,Off T,Head,Open Play,False,0.048950486,0,11.60387866189577,0.5023497059549727,0.18308819347992186,0.05813921199449162,0.13413770747992187,0.009188725994491616
Lionel Andrés Messi Cuccittini,Barcelona,91,43,117.4,37.2,Goal,Left Foot,Open Play,True,0.92521083,1,3.8209946349085544,1.507597709265959,0.48298369851713835,0.6367065196963838,-0.4422271314828617,-0.28850431030361623
Thomas Lemar,Atlético Madrid,16,20,100.8,27.3,Blocked,Left Foot,Open Play,False,0.03211134,0,23.02020851339101,0.2656590789848038,0.05891542499820977,0.043664932045648315,0.02680408499820977,0.011553592045648313
Arturo Erasmo Vidal Pardo,Barcelona,37,28,102.6,49.9,Blocked,Left Foot,Open Play,True,0.043900043,0,20.01924074484345,0.31766338369498404,0.07999368430345626,0.09173842356152731,0.036093641303456256,0.04783838056152731
Lionel Andrés Messi Cuccittini,Barcelona,39,59,97.2,59.9,Off T,Left Foot,Free Kick,False,0.011695605,0,30.263013729633734,0.1828695545948434,0.028318711896149484,0.04470269733192545,0.016623106896149487,0.033007092331925454
Arthur Henrique Ramos de Oliveira Melo,Barcelona,47,24,100.5,36.1,Blocked,Right Foot,Open Play,True,0.051842175,0,19.88617610301186,0.3575444084134005,0.08294262559734601,0.10143807519803391,0.031100450597346015,0.049595900198033914
Lionel Andrés Messi Cuccittini,Barcelona,55,32,91.5,50.4,Blocked,Left Foot,Open Play,False,0.020745734,0,30.3382596732245,0.2260753911572445,0.02890779511228632,0.018777556901802637,0.00816206111228632,-0.0019681770981973615
Diego da Silva Costa,Atlético Madrid,76,54,118.5,32.2,Goal,Head,Open Play,False,0.054045312,1,7.942921376924233,0.21745669505602858,0.20996215193575452,0.06870422556782829,0.1559168399357545,0.014658913567828294
Lionel Andrés Messi Cuccittini,Barcelona,81,12,94.0,52.5,Saved,Left Foot,Free Kick,False,0.0501836,0,28.848743473503312,0.22836773893591455,0.03334885345962966,0.054062166483152686,-0.016834746540370343,0.0038785664831526845
Antoine Griezmann,Atlético Madrid,82,39,97.6,53.5,Off T,Left Foot,Free Kick,False,0.055813253,0,26.153584840323518,0.2397994417969926,0.04330916096195804,0.07280095096144151,-0.01250409203804196,0.016987697961441513
Lionel Andrés Messi Cuccittini,Barcelona,86,45,91.9,41.2,Blocked,Left Foot,Free Kick,False,0.046191525,0,28.125611104472018,0.2585813790647386,0.03640499081561814,0.05986391902328681,-0.009786534184381857,0.013672394023286814
Ousmane Dembélé,Barcelona,89,16,111.9,52.9,Goal,Left Foot,Open Play,False,0.07191951,1,15.232202729743321,0.2648344882232425,0.1183434431622515,0.09998956570071177,0.04642393316225149,0.028070055700711763
Lionel Andrés Messi Cuccittini,Barcelona,7,59,97.3,44.2,Saved,Left Foot,Open Play,False,0.048432235,0,23.08527669316528,0.3095510204040024,0.0601836375372776,0.04491576647752026,0.011751402537277605,-0.003516468522479735
Lionel Andrés Messi Cuccittini,Barcelona,11,37,93.3,35.6,Blocked,Left Foot,Free Kick,False,0.062270783,0,27.060118255469618,0.26546568105249235,0.040427043543342284,0.06745869964700484,-0.02184373945665772,0.005187916647004832
Ousmane Dembélé,Barcelona,12,2,96.0,42.9,Off T,Right Foot,Open Play,False,0.03565045,0,24.174573419193976,0.29847215303769326,0.05404559544505409,0.04195139783772561,0.018395145445054092,0.006300947837725612
Gerard Moreno Balaguero,Villarreal,12,46,114.0,45.8,Post,Left Foot,Open Play,False,0.3396959,0,8.345058418010023,0.6629717844864339,0.25540827197369625,0.25448112439222664,-0.08428762802630374,-0.08521477560777335
Samuel Chimerenka Chukwueze,Villarreal,12,51,111.5,55.1,Blocked,Left Foot,Open Play,False,0.030954149,0,17.328012003689288,0.2135885445228849,0.09556555759292504,0.07727159297522856,0.06461140859292504,0.046317443975228564
Mario Gaspar Pérez Martínez,Villarreal,12,53,103.4,51.2,Saved,Right Foot,Open Play,True,0.049811993,0,20.024984394500784,0.30379099108618945,0.0792800984595121,0.0959978278432686,0.029468105459512103,0.0461858348432686
Samuel Chimerenka Chukwueze,Villarreal,13,47,100.7,49.3,Saved,Left Foot,Open Play,False,0.072328605,0,21.423818520515894,0.3070317458297853,0.06997206155160055,0.053693088329765944,-0.002356543448399459,-0.01863551667023406
Ivan Rakitić,Barcelona,16,26,94.9,46.7,Off T,Right Foot,Open Play,True,0.034600973,0,25.978837541352764,0.27091987333580725,0.044898555995064544,0.04971101603234974,0.010297582995064544,0.015110043032349738
Ousmane Dembélé,Barcelona,22,39,99.8,55.1,Saved,Left Foot,Open Play,False,0.02872319,0,25.220031720836516,0.23315483759350875,0.047065008164810726,0.033396963115698196,0.018341818164810727,0.004673773115698197
Lionel Andrés Messi Cuccittini,Barcelona,26,57,93.1,34.6,Saved,Left Foot,Free Kick,False,0.056344714,0,27.43665431498528,0.26027594631007955,0.03889105563905428,0.06453734604317943,-0.017453658360945715,0.00819263204317943
Ousmane Dembélé,Barcelona,30,24,108.1,48.1,Blocked,Right Foot,Open Play,False,0.07213044,0,14.395138068111752,0.4223690813272901,0.1391932256698794,0.1293739079811168,0.0670627856698794,0.057243467981116805
Gerard Piqué Bernabéu,Barcelona,34,59,112.1,35.7,Goal,Head,Open Play,False,0.07357924,1,8.994442728707547,0.708345124682513,0.2490635418584757,0.09003141382818312,0.1754843018584757,0.01645217382818312
Lionel Andrés Messi Cuccittini,Barcelona,38,1,112.5,30.9,Saved,Left Foot,Open Play,True,0.14805076,0,11.792370414806348,0.411888171770141,0.17166779895339823,0.2187231428972156,0.02361703895339823,0.07067238289721559
Gerard Moreno Balaguero,Villarreal,41,6,105.8,53.5,Blocked,Left Foot,Open Play,False,0.070222855,0,19.593111034238543,0.2735231391236075,0.08092408116025547,0.06366552654003461,0.01070122616025547,-0.006557328459965386
Mario Gaspar Pérez Martínez,Villarreal,41,8,107.5,45.3,Blocked,Right Foot,Open Play,True,0.08442668,0,13.577186748365802,0.49145749229226476,0.15496750433879866,0.2062653959591342,0.07054082433879866,0.1218387159591342
Lionel Andrés Messi Cuccittini,Barcelona,47,1,92.2,44.0,Blocked,Left Foot,Open Play,False,0.027284013,0,28.086295590554474,0.25663816797825045,0.03649518938307953,0.024769640989992864,0.009211176383079531,-0.002514372010007135
Santiago Cáseres,Villarreal,53,34,93.7,39.9,Blocked,Right Foot,Open Play,False,0.0425918,0,26.300190113381305,0.27654697919771953,0.04372250312365281,0.03261726985350343,0.001130703123652814,-0.009974530146496567
Santiago Cazorla González,Villarreal,61,46,99.7,28.8,Off T,Right Foot,Open Play,False,0.050688513,0,23.18469322635087,0.2762581769973,0.05841225346397126,0.045913503544481954,0.007723740463971264,-0.004775009455518044
Álvaro González Soberón,Villarreal,65,19,105.5,44.9,Blocked,Head,Open Play,False,0.027637811,0,15.305554547287725,0.44798017623456843,0.13075527115094146,0.037190004581345956,0.10311746015094146,0.009552193581345955
Santiago Cazorla González,Villarreal,68,18,94.8,50.0,Off T,Left Foot,Free Kick,False,0.0543663,0,27.111621124528874,0.2502574745296088,0.03984517595931631,0.06629172977863954,-0.014521124040683689,0.011925429778639536
Carlos Arturo Bacca Ahumada,Villarreal,75,42,118.9,54.4,Off T,Right Foot,Open Play,False,0.017961357,0,14.441952776546527,0.0412320287266788,0.1111924713805558,0.09682265333140566,0.0932311143805558,0.07886129633140566
Philippe Coutinho Correia,Barcelona,76,59,96.0,32.8,Off T,Right Foot,Open Play,False,0.03445838,0,25.05673562138532,0.27848691434260153,0.04917065112410494,0.03746977470395222,0.01471227112410494,0.0030113947039522235
Sergio Busquets i Burgos,Barcelona,81,46,112.2,48.9,Blocked,Head,Open Play,False,0.03401676,0,11.834272263219226,0.42352029688622705,0.17217818346171576,0.05326332886138403,0.13816142346171575,0.019246568861384032
Malcom Filipe Silva de Oliveira,Barcelona,81,47,110.2,32.4,Off T,Head,Open Play,False,0.06534076,0,12.401612798341995,0.4723486948904287,0.1688803930361316,0.052081728374645274,0.10353963303613159,-0.013259031625354724
Mario Gaspar Pérez Martínez,Villarreal,84,13,103.3,44.9,Blocked,Right Foot,Open Play,False,0.056840394,0,17.40402252354323,0.39954131754170996,0.10602646990407706,0.09367547675481103,0.04918607590407706,0.036835082754811024
Carles Aleña Castillo,Barcelona,86,3,102.8,47.4,Goal,Left Foot,Open Play,False,0.3248338,1,18.72431574183687,0.3573460516011544,0.09201435767100313,0.07457711831693176,-0.23281944232899687,-0.25025668168306825
Lionel Andrés Messi Cuccittini,Barcelona,91,21,97.1,40.8,Saved,Left Foot,Open Play,False,0.038131237,0,22.913969538253305,0.3165993927864822,0.06140836900173022,0.046023093868776246,0.02327713200173022,0.007891856868776248
Borja Iglesias Quintas,Espanyol,8,22,101.9,49.9,Wayward,Right Foot,Open Play,False,0.1073635,0,20.63055985667863,0.31097915178540964,0.0753852820616752,0.06221754680203105,-0.031978217938324796,-0.04514595319796895
Lionel Andrés Messi Cuccittini,Barcelona,16,41,92.9,42.9,Goal,Left Foot,Free Kick,False,0.06519264,1,27.254724361108472,0.26553487157072675,0.03969536939523283,0.06607678373620667,-0.02549727060476717,0.000884143736206669
Luis Alberto Suárez Díaz,Barcelona,20,34,109.1,31.1,Saved,Left Foot,Open Play,True,0.16804774,0,14.07195793057953,0.40792285000554773,0.1418649273629315,0.1769794444461932,-0.02618281263706851,0.008931704446193206
Víctor Sánchez Mata,Espanyol,21,43,114.2,33.4,Off T,Head,Open Play,False,0.112297356,0,8.786353054595518,0.5871311667801451,0.23805536127359295,0.08381394839885334,0.12575800527359293,-0.028483407601146662
Ousmane Dembélé,Barcelona,25,25,110.1,26.1,Goal,Right Foot,Open Play,False,0.056286942,1,17.065169205138286,0.25515566444230436,0.1002678865908824,0.0868661358177616,0.0439809445908824,0.030579193817761606
Sergi Darder Moll,Espanyol,27,36,94.0,53.0,Off T,Right Foot,Open Play,False,0.02279801,0,29.068883707497267,0.22498427161421014,0.032589700297017674,0.02298688581477156,0.009791690297017673,0.0001888758147715608
Hernán Arsenio Pérez González,Espanyol,30,33,116.8,29.7,Blocked,Head,Open Play,False,0.039735094,0,10.785638599545232,0.2237520373305523,0.16803873048222273,0.050869060572328935,0.12830363648222273,0.011133966572328936
Óscar Esau Duarte Gaitán,Espanyol,31,16,115.9,49.5,Saved,Head,Open Play,False,0.08245883,0,10.346980235798267,0.3100843977180829,0.1824979776548307,0.05713988937006588,0.1000391476548307,-0.025318940629934117
David López Silva,Espanyol,33,25,114.6,35.8,Off T,Head,Open Play,False,0.114816986,0,6.841052550594834,0.8691643722274213,0.31297876539084146,0.12656620711326538,0.19816177939084145,0.011749221113265387
Luis Alberto Suárez Díaz,Barcelona,35,2,112.1,37.1,Post,Right Foot,Open Play,True,0.29755476,0,8.415461959987704,0.7889000284363408,0.2702008361827214,0.3758704283181166,-0.02735392381727858,0.07831566831811665
Arturo Erasmo Vidal Pardo,Barcelona,35,4,115.1,46.1,Blocked,Left Foot,Open Play,True,0.18966863,0,7.824321056807426,0.6434970940941325,0.2627323247565343,0.34875253115138577,0.07306369475653429,0.15908390115138576
Jordi Alba Ramos,Barcelona,35,47,103.6,29.1,Blocked,Left Foot,Open Play,True,0.056373082,0,19.691876497683,0.31030419969493916,0.08201975823894901,0.0943718884706886,0.025646676238949014,0.0379988064706886
Ivan Rakitić,Barcelona,36,39,112.0,38.9,Saved,Head,Open Play,False,0.24706541,0,8.075270893288968,0.8464378631084893,0.28450635611396147,0.1098915250154847,0.037440946113961454,-0.13717388498451533
Lionel Andrés Messi Cuccittini,Barcelona,36,41,113.1,47.1,Post,Head,Open Play,False,0.25297776,0,9.900505037623086,0.5380994674016651,0.2133272717159387,0.07174086543250056,-0.039650488284061286,-0.18123689456749942
Hernán Arsenio Pérez González,Espanyol,40,53,113.0,43.0,Off T,Head,Open Play,False,0.12246964,0,7.615773105863909,0.8545209127072082,0.29487174757275897,0.11582933025463515,0.17240210757275898,-0.00664030974536485
Luis Alberto Suárez Díaz,Barcelona,44,31,119.0,30.9,Goal,Left Foot,Open Play,False,0.014568271,1,9.154780172128659,0.10358393951349802,0.17957655311423518,0.1626321305812567,0.16500828211423518,0.1480638595812567
Sergi Darder Moll,Espanyol,52,20,99.1,50.1,Wayward,Right Foot,Open Play,True,0.033509202,0,23.212496634356253,0.28333663145935956,0.05851990942640646,0.0676114266742531,0.02501070742640646,0.0341022246742531
Luis Alberto Suárez Díaz,Barcelona,55,13,88.2,32.7,Blocked,Right Foot,Free Kick,False,0.030921033,0,32.62713594540593,0.2179350174374569,0.023112131034933932,0.03768242996653246,-0.007808901965066069,0.006761396966532461
Ousmane Dembélé,Barcelona,57,2,107.3,29.8,Blocked,Right Foot,Open Play,False,0.09770712,0,16.28895331198417,0.35350076924160845,0.11373459419784884,0.10147493242872443,0.01602747419784885,0.0037678124287244402
Lionel Andrés Messi Cuccittini,Barcelona,57,7,114.7,49.0,Saved,Right Foot,Open Play,False,0.23628311,0,10.444615837837214,0.38516623864736776,0.1885536080830774,0.18445673577753183,-0.0477295019169226,-0.05182637422246816
Hernán Arsenio Pérez González,Espanyol,57,38,101.1,50.9,Saved,Left Foot,Open Play,False,0.083256885,0,21.817882573705457,0.2905853507341425,0.06681886637926641,0.050778421783413276,-0.016438018620733588,-0.03247846321658673
Lionel Andrés Messi Cuccittini,Barcelona,64,27,92.8,28.1,Goal,Left Foot,Free Kick,False,0.04339203,1,29.689223634174066,0.22546816591968918,0.030735986501481172,0.04924140197718761,-0.012656043498518826,0.005849371977187615
Marc Roca Junqué,Espanyol,66,23,86.1,51.0,Saved,Left Foot,Open Play,False,0.006765969,0,35.640005611671846,0.19493477813185894,0.01704847130773579,0.010068768082307087,0.01028250230773579,0.003302799082307087
Borja Iglesias Quintas,Espanyol,67,18,115.1,35.1,Off T,Right Foot,Open Play,False,0.24073598,0,6.929646455628169,0.8030379516618462,0.3018217309713719,0.32461274737431434,0.061085750971371894,0.08387676737431435
Philippe Coutinho Correia,Barcelona,68,57,110.4,27.2,Saved,Right Foot,Open Play,False,0.050434124,0,15.999999999999998,0.28194076307748556,0.11183347742904996,0.09901403155689688,0.061399353429049966,0.04857990755689688
Lionel Andrés Messi Cuccittini,Barcelona,68,59,112.7,41.3,Saved,Head,Open Play,False,0.38777235,0,7.414849964766647,0.9094842511888007,0.3066551273237571,0.12311511773105689,-0.08111722267624288,-0.2646572322689431
Ivan Rakitić,Barcelona,79,0,116.8,28.9,Blocked,Right Foot,Open Play,False,0.022416975,0,11.552056094046637,0.19269073835247036,0.1550875618492388,0.14489901837032973,0.1326705868492388,0.12248204337032972
Víctor Sánchez Mata,Espanyol,80,52,110.1,39.9,Off T,Head,Open Play,False,0.07251559,0,9.900505037623088,0.7081683187829204,0.23280701115166685,0.08189047091673689,0.16029142115166684,0.009374880916736883
Leonardo Carrilho Baptistão,Espanyol,84,34,99.1,50.1,Blocked,Right Foot,Open Play,True,0.031098267,0,23.212496634356253,0.28333663145935956,0.05851990942640646,0.0676114266742531,0.027421642426406462,0.0365131596742531
Borja Iglesias Quintas,Espanyol,90,16,106.5,36.9,Blocked,Right Foot,Open Play,True,0.08047921,0,13.851353724455961,0.5056977394295235,0.15269565939842988,0.20311894055488616,0.07221644939842989,0.12263973055488617
Dídac Vilá Rosselló,Espanyol,90,23,102.1,32.1,Wayward,Right Foot,Open Play,True,0.07438837,0,19.565786465153916,0.3408393168608848,0.08450399378453169,0.10351043360165983,0.010115623784531694,0.029122063601659837
Munir El Haddadi Mohamed,Barcelona,94,38,111.1,51.8,Blocked,Right Foot,Open Play,False,0.09655675,0,14.780054127099808,0.30762501772860734,0.1261315958684956,0.1143372619231878,0.029574845868495597,0.017780511923187803
Emmanuel Okyere Boateng,Levante UD,4,18,109.2,55.2,Saved,Right Foot,Open Play,False,0.053994793,0,18.646179233290663,0.23222657822733087,0.08593109982521678,0.07225905918330938,0.03193630682521678,0.018264266183309383
Thomas Vermaelen,Barcelona,9,18,109.6,35.5,Off T,Head,Open Play,False,0.036841307,0,11.331813623599716,0.5846951500017541,0.1955332253755641,0.06389199842860764,0.15869191837556412,0.027050691428607644
Lionel Andrés Messi Cuccittini,Barcelona,9,58,95.6,40.7,Off T,Left Foot,Open Play,False,0.03404741,0,24.410038918445014,0.29754391424943877,0.05284713954094255,0.038475198801546595,0.01879972954094255,0.004427788801546595
